#{"t_start": 1765078893.5571158, "env_id": "merge-v0"}
r,l,t
29.066756,36,215.28926
24.258618,36,215.462804
28.269087,36,215.66329
24.205554,35,215.882018
24.160871,35,216.103135
27.268766,33,216.303424
28.360657,35,216.525221
23.758618,36,216.686095
29.069087,36,216.854484
25.567531,32,217.080924
28.566756,35,217.342509
24.358618,36,217.534077
23.754844,35,217.721092
28.908473,36,217.913696
26.938977,36,218.108485
29.01908,36,218.350326
24.308618,36,218.619479
28.819087,36,218.856313
24.039393,36,219.079107
26.456568,35,219.344407
24.558618,36,219.615045
28.719087,36,219.916545
28.532184,35,220.160904
29.069087,36,220.44714
29.069087,36,220.686032
28.168639,36,220.930023
26.652385,34,221.183603
23.710871,35,221.500129
28.269087,35,221.759074
24.457908,36,221.993797
22.786013,30,222.227234
24.210871,35,222.498365
22.342129,29,222.694732
27.756961,35,222.967517
24.01087,35,223.246949
24.558618,36,223.472863
24.158618,36,223.724837
28.319087,35,223.959477
28.669025,35,224.234819
23.858618,36,224.456941
28.769087,36,224.69544
24.258618,36,224.932601
28.619087,36,225.216943
23.757499,33,226.18493
28.210657,35,226.421195
28.81539,36,226.695267
28.919087,36,226.933528
23.958618,36,227.25762
24.558558,36,227.516603
28.869087,36,227.749412
28.869087,36,227.997321
24.308618,36,228.221021
28.569087,36,228.46299
28.669087,36,228.733858
28.96895,36,228.977796
23.917521,30,229.223641
28.119086,36,229.461469
28.563059,35,229.754319
26.638977,36,230.025317
28.575241,36,230.273955
28.269087,35,230.553817
28.969087,36,230.795876
24.558618,36,231.100311
24.2478,35,231.337808
24.408618,36,231.605073
24.067024,35,231.828398
24.308092,35,232.167377
27.467531,35,232.421543
18.146938,23,232.600921
24.558617,36,232.852612
28.415391,36,233.150745
24.358618,36,233.405478
23.410871,35,233.708931
28.749862,36,233.949662
15.887007,20,234.100489
28.519087,36,234.370859
27.769087,35,234.737251
28.869087,36,234.969899
22.364171,29,235.208584
28.869087,36,235.451446
23.593008,30,235.674532
28.869087,36,235.915688
28.969082,36,236.150018
27.719087,35,236.445185
24.30925,35,236.727131
28.719087,36,237.008561
24.458618,36,237.234065
24.208592,36,237.544249
28.519087,36,237.820638
29.069087,36,238.055064
26.89242,34,238.349338
24.110674,35,238.601286
28.869087,36,238.849238
23.710871,35,239.12074
24.108618,36,239.436491
28.960657,36,239.681775
22.187421,30,239.935476
28.66377,35,240.257547
24.458618,36,240.565461
28.568376,35,240.878519
25.094302,32,241.098888
28.119049,35,241.346048
28.96468,36,242.292656
29.069087,36,242.569999
28.369087,35,242.837632
28.869087,36,243.115173
28.669087,36,243.398572
28.869087,36,243.574454
24.458618,36,243.745022
28.925241,36,243.923792
28.456011,35,244.106728
24.554922,36,244.279047
23.989865,33,244.455303
24.358618,36,244.640124
24.05244,35,244.849431
24.107175,35,245.037522
28.719087,36,245.216
28.219087,35,245.465723
27.919087,35,245.697341
28.969087,36,245.920692
28.568612,35,246.142642
29.106016,36,246.320692
19.41696,25,246.477094
24.358618,36,246.666176
28.569087,36,246.849599
28.869087,36,247.026137
28.869087,36,247.23782
24.110538,35,247.425014
28.869087,36,247.604018
28.669087,36,247.794051
