#{"t_start": 1765075167.74503, "env_id": "highway-v0"}
r,l,t
54.882738,80,2576.369333
53.859603,80,2583.430407
55.212418,80,2590.547322
54.095448,80,2597.563208
56.002986,80,2604.673899
54.306479,80,2611.882234
55.52256,80,2618.932031
11.929111,18,2620.522116
55.273093,80,2650.411977
15.666156,24,2652.560609
53.680218,80,2659.70457
53.437443,80,2666.753921
53.629966,80,2673.787094
53.692042,80,2680.878953
53.592681,80,2688.049281
17.201011,26,2690.351751
53.570059,80,2697.356516
53.437443,80,2704.435107
53.437443,80,2711.494259
53.553516,80,2718.553467
54.148412,80,2725.603506
53.52633,80,2732.690086
54.192259,80,2739.828835
9.903791,15,2741.132539
54.437441,80,2748.14426
53.692042,80,2755.27437
53.668091,80,2762.409658
53.692042,80,2769.612357
53.924645,80,2776.829058
53.813623,80,2783.95148
53.934702,80,2791.038927
53.522836,80,2797.998574
53.734783,80,2805.024395
53.584719,80,2812.131518
53.437443,80,2819.246477
53.50538,80,2826.312633
53.437443,80,2856.528604
53.437443,80,2863.795387
53.437443,80,2870.983452
53.837443,80,2878.108525
53.437443,80,2885.385706
53.692358,80,2892.584271
53.629295,80,2899.735542
53.837443,80,2906.895802
54.659663,80,2914.012481
53.496632,80,2921.186259
53.900271,80,2928.207253
53.70411,80,2935.200748
22.918052,35,2938.260524
53.50538,80,2945.354617
53.437443,80,2952.374337
14.358011,22,2954.329983
53.437443,80,2961.440352
53.522836,80,2968.513273
53.878116,80,2975.53975
53.558544,80,2982.468672
53.437443,80,2989.516452
53.50538,80,2996.599014
53.610927,80,3003.644202
53.437443,80,3010.677741
53.825394,80,3017.800163
53.890198,80,3024.812938
53.555419,80,3031.882829
53.815079,80,3061.575443
53.763294,80,3068.586325
54.637443,80,3075.680649
53.948554,80,3082.817868
53.570777,80,3089.869731
53.692042,80,3096.946813
53.815221,80,3103.994506
53.437443,80,3111.056854
51.558544,78,3117.835611
53.496632,80,3124.835546
53.70411,80,3131.795714
54.278384,80,3138.917571
4.236704,7,3139.548086
54.415221,80,3146.694037
54.837443,80,3153.81897
53.437443,80,3160.898994
53.570777,80,3167.876687
54.269515,80,3174.994673
56.948554,80,3182.109582
53.704075,80,3189.231685
19.992281,29,3191.836776
53.579229,80,3198.93889
54.304098,80,3205.99088
55.1115,80,3213.067804
53.748553,80,3220.104624
54.720428,80,3227.134537
53.437443,80,3234.210484
53.792999,80,3264.607436
54.676959,80,3271.756477
53.70411,80,3278.812852
58.770777,80,3285.947265
56.992999,80,3293.229107
55.481888,80,3300.539472
57.548554,80,3307.712919
57.126332,80,3314.961932
55.215221,80,3322.12194
53.692871,80,3329.303535
53.437443,80,3336.409046
53.437443,80,3343.54644
58.770777,80,3350.689313
58.770777,80,3357.939148
58.770777,80,3365.0957
54.170742,80,3372.261411
55.215221,80,3379.30596
58.899182,80,3386.342685
55.659603,80,3393.49955
58.10411,80,3400.68157
55.348554,80,3407.722421
56.059583,80,3414.915137
53.570777,80,3422.05563
58.90411,80,3429.27417
58.770777,80,3436.459015
55.614806,80,3443.573581
53.437443,80,3474.233356
57.126332,80,3481.397133
56.370777,80,3488.528267
53.681876,80,3495.660791
55.215221,80,3502.698293
55.859666,80,3509.739131
55.237125,79,3516.765221
58.770777,80,3523.95758
25.859665,38,3527.297616
56.992999,80,3534.361466
53.437443,80,3541.384274
57.259666,80,3548.500906
53.437443,80,3555.629376
53.437443,80,3562.83303
56.992999,80,3570.031773
53.437443,80,3577.146982
55.348554,80,3584.303577
58.770777,80,3591.459477
58.90411,80,3598.521183
58.770777,80,3605.650959
58.770777,80,3612.70704
56.615221,80,3619.706941
55.215221,80,3626.776319
58.770777,80,3633.959027
56.992999,80,3641.061123
55.215221,80,3648.236718
55.658749,80,3678.851061
58.770777,80,3686.007159
53.437443,80,3693.062542
56.992999,80,3700.185652
58.770777,80,3707.507969
56.992999,80,3714.764497
56.992999,80,3721.95953
55.215221,80,3729.181627
53.437443,80,3736.428079
56.992999,80,3743.650179
55.215221,80,3751.217274
56.992999,80,3758.689969
56.992999,80,3766.825798
55.215221,80,3774.713157
55.215221,80,3782.704926
58.770777,80,3790.339
