#{"t_start": 1765095430.307053, "env_id": "intersection-v0"}
r,l,t
9.0,9,322.21682
7.178945,11,322.600825
3.473188,13,323.236255
0.0,5,323.383591
7.617435,9,323.835502
-1.0,6,324.159902
9.0,9,324.363851
1.0,7,324.676814
0.0,6,324.859199
7.220267,12,325.31213
8.0,8,325.552338
9.0,9,325.885245
9.0,9,326.196172
7.615917,9,326.463022
1.552044,10,326.706345
9.0,9,326.983278
9.0,9,327.230246
2.0,13,331.22204
8.550182,11,331.597283
6.617508,8,331.822645
-1.0,5,331.930744
-2.766491,12,332.346383
6.523186,13,332.714054
9.0,9,332.971454
-1.299552,4,333.098771
7.552044,10,333.513415
1.0,6,333.742322
-1.0,7,333.95838
-3.0,3,334.064719
-2.0,4,334.246419
-1.372771,5,334.420702
9.0,9,334.751455
9.0,9,335.010776
8.0,8,335.196428
0.0,6,335.461649
9.0,9,335.666683
-1.0,5,335.952862
9.0,9,336.295824
9.0,9,336.542375
0.0,5,336.729968
-1.379585,6,336.944589
7.615917,9,337.301877
0.0,6,337.476083
